Architecture,Pretrained weights,Input shape,Backbone input shape,Total parameters,Fine-tuned backbone layers,BatchNormalization frozen,Training cap per class,Batch size,Seed,Selected model
MobileNetV2,imagenet,"(56, 56, 1)","(56, 56, 3)",2269513,30,True,3000,128,42,MobileNetV2 — fine-tuned
